,,0
230,9, In-plane permeability
230,11, Measurement system
230,12, Resin flows
231,0,proteome
231,1, transfer RNA
231,2, amino acid labeling
231,3, amino terminal sequence
231,4, bioengineering
231,5, biotechnology
231,6, chemical labeling
231,7, chemical structure
231,8, click chemistry
231,9, cycloaddition
231,10, decision tree
231,11, disulfide bond
231,12, mass spectrometry
231,15, protein function
231,17, proteomics
231,18, quorum sensing
231,20, structure activity relation
234,0,Design
234,2, Design critiques
234,5, In-depth interviews
234,7, Self cultivations
234,8, Social practices
234,9, Student development
234,10, Studios
236,0,adult
236,3, biomechanics
236,4, body weight
236,6, female
236,8, internal knee extension moment
236,9, knee flexion angle
236,10, knee function
236,11, knee osteoarthritis
236,14, muscle strength
236,15, muscle training
236,16, musculoskeletal system parameters
236,18, quadriceps strengthening
236,19, randomized controlled trial (topic)
236,20, sagittal plane walking biomechanics
236,21, vertical ground reaction force
236,22, walking
236,23, walking speed
236,25, disability
236,26, gait
236,27, joint characteristics and functions
236,28, knee
236,31, pain measurement
236,33, physiology
236,35, quadriceps femoris muscle
236,36, randomized controlled trial
236,37, resistance training
236,38, weight bearing
236,41, Biomechanical Phenomena
236,42, Disability Evaluation
236,43, Female
236,44, Gait
236,46, Knee Joint
236,49, Muscle Strength
236,50," Osteoarthritis, Knee"
236,51, Pain Measurement
236,52, Quadriceps Muscle
236,53," Range of Motion, Articular"
236,54, Resistance Training
236,55, Weight-Bearing
237,0,Backpropagation
237,2, Deep neural networks
237,4, Nutrition
237,5, Bag of features
237,6, Computer vision technology
237,8, Deep convolutional neural networks
237,9, Proposed architectures
237,12, Recognition accuracy
237,13, Network architecture
238,5, Stiffness matrix
238,7, D' Alembert's principle
238,8, Degrees of freedom (DoFs)
238,9, Displacement amplification
238,12, Frequency dependent
238,13, Micro/nano positioning
238,14, Static and dynamic performance
240,0,Adaptive filtering
240,1, Adaptive filters
240,2, Bit error rate
240,4, Concatenated coding
240,5, Full-duplex
240,6, Hidden key
240,10, Jamming
241,0,Codes (symbols)
241,1, Piercing
241,2, Adaptive characteristic
241,4, Channel quality
242,0,chelate
242,1, gadodiamide
242,2, gadolinium
242,3, gadolinium chloride gd 153
242,4, gadolinium diethylene triaminepentaacetic acid bis glucosamide
242,5, gadolinium pentetate derivative
242,6, pentetate bismetylamide
242,7, pentetic acid derivative
242,9, zinc
242,10, chelating agent
242,11, contrast medium
242,13, gadolinium pentetate
242,14, gadolinium-DTPA bis-glucosamide
242,15, organometallic compound
242,16, pentetic acid
242,18, animal experiment
242,19, animal tissue
242,22, contrast enhancement
242,24, drug dosage form comparison
242,27, image quality
242,28, in vitro study
242,29, inductively coupled plasma mass spectrometry
242,30, isotope labeling
242,34, rat
242,35, zinc blood level
242,37, bone
242,38, chemistry
242,39, femur
242,40, nuclear magnetic resonance imaging
242,41, Sprague Dawley rat
242,43, Bone and Bones
242,44, Chelating Agents
242,45, Contrast Media
242,46, Femur
242,47, Gadolinium
242,48, Gadolinium DTPA
242,49, Magnetic Resonance Imaging
242,50, Organometallic Compounds
242,51, Pentetic Acid
242,52, Rats
242,53," Rats, Sprague-Dawley"
242,54, Zinc
243,0,Glass
243,2, Large dataset
243,3, Metallic glass
243,4, Structural properties
243,5, Computational materials science
243,6, Grain boundary structure
243,7, High throughput
243,8, Inferential statistics
243,9, Large datasets
243,11, Microstructural phenomenon
243,12, Structure property relationships
243,13, Throughput
244,0,Database systems
244,2, Vector spaces
244,3, Automatic Generation
244,4, Basis vector
244,5, High-throughput method
244,6, Lattice vectors
244,8, Structural prototype
244,9, Two dimensional plane
244,10, Wyckoff positions
247,0,First-time user
247,1, Grassroots adoption
247,2, Integrated solutions
247,3, Key management
247,5, Pretty good privacy
247,6, Secure messages
247,7, Usability studies
247,8, Electronic mail
249,1, Computational complexity
249,3, Error statistics
249,6, Frequency modulation
249,8, Optical communication
249,14, Bit error rate (BER) performance
249,15, Correlated symbols
249,18, Maximum likelihood sequence estimation
249,19, Observation model
249,21, Pulse amplitude modulation
250,0,losartan
250,1, serine protease HTRA1
250,2, transforming growth factor beta1
250,3, angiotensin 1 receptor antagonist
250,4, losartan
250,6, animal cell
250,8, animal model
250,11, articular cartilage
250,12, chondrocyte
250,13, chondrodysplasia
250,15, disease exacerbation
250,16, drug effect
250,18, histopathology
250,21, joint degeneration
250,23, mouse
250,25, osteoarthritis
250,28, temporomandibular joint
250,29, TGF beta signaling
250,30, upregulation
250,32, C57BL mouse
250,33, cell culture
250,34, diagnostic imaging
250,35, disease model
250,36, immunohistochemistry
250,38, metabolism
250,39, mutant mouse strain
250,41, pathology
250,42, synovium
250,44, Western blotting
250,45, Angiotensin II Type 1 Receptor Blockers
250,47," Blotting, Western"
250,48," Cartilage, Articular"
250,49," Cells, Cultured"
250,50, Chondrocytes
250,51," Disease Models, Animal"
250,52, Disease Progression
250,53, Immunohistochemistry
250,56, Mice
250,57," Mice, Inbred C57BL"
250,58," Mice, Mutant Strains"
250,60, Synovial Membrane
250,61, Temporomandibular Joint
250,62, Transforming Growth Factor beta1
252,0,Computer simulation
252,4, Grain size and shape
252,5, Heat affected zone
252,7, Nuclear industry
252,8, Numerical models
252,9, Recrystallization (metallurgy)
252,13, 304L stainless steel
252,14, Finite-element approach
252,16, Fusion welding
252,17, Intergranular crack
252,18, Lower peak temperatures
252,19, Recrystallized grain sizes
252,20, Temperature prediction
252,21, Austenitic stainless steel
253,0,Network layers
253,1, Adaptive decoding
253,2, Decoding strategy
253,3, Decoding techniques
253,7, System security
254,0,Mapping
254,1, Multi agent systems
254,2, Multipurpose robots
254,4, Edge constraints
254,5, Edge-based methods
254,6, Graph problems
254,7, Hardware experiment
254,8, Multi-robot systems
254,9, Pose graph optimizations
254,10, Simulation comparison
255,1, Concrete construction
255,4, Grouting
255,5, High performance concrete
255,6, Prisms
255,7, Shrinkage
255,8, Block geometry
255,9, Compatibility
255,10, Concrete masonry units
255,11, Experimental program
255,12, High strength
255,13, High strength concretes
255,14, Medium strengths
255,15, Shrinkage characteristic
257,0,Optical data processing
257,1, 316 stainless steel
257,3, Design/methodology/approach
257,4, Dimensional accuracy
257,5, Inclined surface
257,6, Measurement strategies
257,7, Optical measurement systems
257,8, Size and position
258,1, Concrete testing
258,5, Degree of similarity
258,6, Delamination detections
258,7, Excitation mechanisms
258,10, Percentage points
258,11, Quantitative method
258,12, Universal threshold
259,0,Antenna lobes
259,1, Beam forming networks
259,2, Beamforming
259,4, Radar antennas
259,5, Radar signal processing
259,6, Radar systems
259,7, Tracking radar
259,8, Antenna mutual coupling
259,9, Beam-steering
259,10, Detection performance
259,11, Monostatic MIMO radars
259,12, Multiple input multiple output (MIMO) radars
259,13, Mutual coupling
259,15, Simple matching network
259,16, MIMO radar
261,0,Decay (organic)
261,5, Advanced high strength steel
261,6, Concentration Measurement
261,7, Crystallographic orientations
261,8, Diffusible hydrogen
261,9, Empirical relations
261,10, Hydrogen concentration
261,11, Hydrogen diffusion
261,12, Microstructural evaluation
261,13, High strength steel
262,0,Automobile manufacture
262,1, Cellular telephones
262,2, Obsolescence
262,3, Purchasing
262,4, capabilities
262,5, Defense contractor
262,6, Development costs
262,8, Net present value
262,9, Product development strategy
264,1, Durability
264,2, Electric power systems
264,3, Energy harvesting
264,4, Flexible electronics
264,5, Lead zirconate titanate
264,6, Nitrides
264,7, Open circuit voltage
264,8, Piezoelectric devices
264,11, Wearable technology
264,12, Biocompatible
264,14, III-Nitride
264,16, Self-powered systems
264,17, Thin film circuits
265,0,Chlorine compounds
265,1, Connecting rods
265,2, Damage detection
265,3, Magnesium compounds
265,4, Natural frequencies
265,9, Steel containers
265,10, Steel corrosion
265,11, Ultrasonic testing
265,12, Cumulative amount
265,13, Longitudinal modes
265,14, Magnesium chloride solution
265,16, Non-linear ultrasonic
265,19, Resonance frequency shift
266,1, Biological systems
266,4, Semiconductor device manufacture
266,5, Semiconductor materials
266,6, Biofabrication
266,7, Emerging technologies
266,8, Information processing architecture
266,9, Microchip fabrication
266,10, Nanometer scale structure
266,12, Semiconductor industry
266,13, Semiconductor technology
269,0,Computerized tomography
269,1, Elastic moduli
269,2, Histology
269,4, Stress analysis
269,5, Testing
269,6, Tissue
269,7, Tissue engineering
269,8, Computed tomography data
269,9, Specific finite element
269,10, Structural response
269,11, Testing configurations
269,14, Transverse Young's modulus
269,15, X-ray computed tomography
269,18, compression
269,19, geometry
269,20, human tissue
269,21, maize
269,23, rigidity
269,24, stress
269,25, x-ray computed tomography
269,27, finite element analysis
269,28, mechanical stress
269,30, Young modulus
269,32, Elastic Modulus
269,33, Finite Element Analysis
269,34," Stress, Mechanical"
269,35, Zea mays
270,1, Estimation
270,2, Kinematics
270,5, Rhenium alloys
270,7, Sensors
270,8, Configuration estimation
270,9, Configuration estimation methods
270,12, Orientation measurements
270,13, Outdoor environment
270,14, Position and orientations
270,15, Soft robotics
271,0,Atmospheric temperature
271,3, Lakes
271,9, Surface structure
271,11, Air bubble formation
271,12, Constant surface temperatures
271,13, Convection coefficients
271,14, Heat and mass transfer
271,15, Structured surfaces
271,18, Surface temperatures
273,0,Curricula
273,1, School buildings
273,3, CS education
273,4, Elementary schools
273,5, High level description
273,6, Local expectations
273,7, Open-ended questions
273,8, Public school districts
273,9, Public schools
273,10, Student enrollments
274,0,Boundary element method
274,4, Splines
274,6, Discretizations
274,7, Hydrodynamical equations
274,8, Hyperelastic membranes
274,9, Mean velocities
274,10, Mechanical characteristics
274,11, Relative rigidity
274,13, Time domain analysis
274,14, alginic acid
274,17, dynamics
274,18, microcapsule
274,19, oscillation
274,21, pulsatile flow
274,23, surface area
274,24, surface property
274,25, velocity
274,26, hydrodynamics
274,27, mechanics
274,29, Capsules
274,31, Mechanical Phenomena
274,32, Pulsatile Flow
275,0,Failure analysis
275,1, Complex repairable systems
275,2, Component distributions
275,3, Component failures
275,5, Exponential distributions
275,6, Failure-time distribution
275,7, Mutually independents
276,1, Directive antennas
276,5, Array antennas
276,7, Loaded antennas
276,10, Shape
277,0,Capacitance
277,1, Capacitors
277,3, Computer circuits
277,4, Digital to analog conversion
277,5, Electric power utilization
277,8, DAC layout
277,10, Delays
277,11, Power demands
278,1, Brittle fracture
278,3, Crack propagation
278,6, Brittle cracks
278,7, Computational challenges
278,9, Crack propagation simulations
278,10, Graph theoretic algorithm
278,11, Graph theoretic approach
278,13, Reduced order models
281,4, Alpha model
281,5, Classification datasets
281,6, Ensemble members
281,7, Ensembles
281,8, Loss functions
281,9, Multiple choice
281,10, Training time
284,0,Computational geometry
284,7, Power system model
291,2, Computer vision
291,10, Automated process
291,13, Finite element solver
291,14, Gray-scale images
291,15, Mode shapes
291,16, Orthogonal axes
291,17, Principal axes
291,18, Principal component analysis
292,2, Alassroom archive
292,3, Design knowledge
292,6, Personal growth
292,7, Presentation tools
292,8, Search process
293,0,Behavioral research
293,3, Class rooms
293,4, Classroom environment
293,6, Emotional wellbeing
293,7, Learning experiences
293,8, Psychological well-being
293,10, Student perceptions
294,7, Pilot studies
294,8, Team members
297,1, Sales
297,2, User centered design
297,3, Customer information
297,4, Demographic data
297,5, Design method
297,6, Microdata
297,7, National level
297,10, Product designers
297,11, Population statistics
298,0,Multi agent systems
298,3, Action sets
298,4, Extended interaction
298,5, Learning in games
298,6, Long-term relationships
298,7, Repeated games
298,8, Stochastic game
298,9, Time-varying structure
298,11, Autonomous agents
299,0,Carbon dioxide
299,2, Coal deposits
299,3, Flow rate
299,5, Fluidized beds
299,6, Hoppers
299,7, Models
299,8, Coal particles
299,9, Dense Phase
299,10, Design concept
299,11, Gravitational forces
299,12, Horizontal pipes
299,13, Model results
299,15, Virtual reactors
299,16, Coal transportation
302,0,Combinatorial optimization
302,1, Computational grammars
302,4, Agent behavior
302,5, Behavior trees
302,6, Bootstrapping method
302,7, Credit assignment problems
302,8, Fitness functions
302,10, Swarm behavior
307,2, Motion control
307,3, Clinical settings
307,4, Dynamic accuracies
307,6, Leap motions
307,7, Limited bandwidth
307,9, Movement disorders
307,13, bandwidth
307,15, inverse filter
307,16, leap motion controller
307,19, tremor
307,21, movement (physiology)
307,25, Movement
317,0,Product design
317,1, Project management
317,3, Best practices
317,4, Developing nations
317,5, Engineering program
317,6, Engineering service
317,7, Impact assessments
317,8, Project outcomes
317,10, Service learning project
317,11, Engineering education
325,0,Computer aided design
325,1, Cyanides
325,2, Developing countries
325,4, Groundwater
325,5, Potable water
325,7, Base-line performance
325,8, Clean waters
325,13, Material degradation
325,14, Material variation
325,15, Seals
326,0,Delay control systems
326,5, Time delay
326,6, Accurate measurement
326,7, Least squares fitting
326,8, Least-squares approach
326,9, Optimal controls
326,10, Reducing noise
326,11, Temperature derivatives
326,12, Temperature fluctuation
326,13, Tool temperatures
328,0,User interfaces
328,1, Wings
328,3, Design frameworks
328,4, Design intent
328,5, Design standard
328,6, Engineering companies
328,7, Multiple CAD systems
328,8, Multiple systems
329,2, Coal fired boilers
329,4, Fourier transform infrared spectroscopy
329,7, Natural gas
329,8, Optical fibers
329,10, Soot
329,12, Water vapor
329,13, Biomass-fired boilers
329,14, Design and operations
329,15, Fourier transform infrared spectrometer
329,16, FTIR
329,17, High temperature and pressure
329,18, Measurement techniques
329,20, Particle temperature
329,21, Gas emissions
331,1, Aluminum coatings
331,3, Binding energy
331,4, Chemical shift
331,6, Electron emission
331,9, Optical constants
331,11, Photoelectrons
331,12, Photons
331,15, Ultrathin films
331,16, X ray photoelectron spectroscopy
331,17, Aluminum mirrors
331,18, Appropriate models
331,19, Deposition chambers
331,20, Deposition conditions
331,21, Empirical formulas
331,24, Real time monitoring
331,25, Fluorine compounds
332,0,Fabrication
332,1, Fluidic devices
332,2, Integrated circuit interconnects
332,7, Active elements
332,8, Application area
332,9, Commercial tools
332,11, High density interconnects
332,12, Lab-on-a-chip devices
332,13, Micro-fluidic devices
336,0,Ablation
336,2, Corrosion protection
336,3, Disintegration
336,5, Laser ablation
336,6, Laser beam effects
336,7, Laser beams
336,11, Metal implants
336,12, Micromachining
336,14, Biocompatible coatings
336,15, Biodegradable implants
336,16, Corrosion characteristics
336,17, High-purity magnesium
336,18, Magnesium and its alloys
336,20, Uniform microstructure
336,21, Wetting characteristics
338,1, In-control
338,2, Student expectations
341,0,Aircraft
341,1, Aircraft detection
341,3, Fixed wings
341,7, Nonlinear filtering
341,10, Position measurement
341,12, Radar tracking
341,13, Target tracking
341,16, Bank of Extended Kalman Filters
341,17, Estimation algorithm
341,18, Extraterrestrial measurements
341,21, Nonlinear observability
341,22, Pose estimation
341,23, State observability
341,24, Radar target recognition
343,0,Philosophical aspects
343,1, Social aspects
343,3, Engineering educators
343,4, Ethical climate
343,6, Mixed method
343,7, Qualitative interviews
343,8, Social responsibilities
343,9, Undergraduate engineering
343,10, Undergraduate engineering students
350,0,Biochips
350,2, Microchannels
350,6, Viruses
350,7, Waveguides
350,11, Light-matter interactions
350,13, Optical collection efficiency
350,15, Single-molecule sensitivity
353,0,Engineering education
353,3, Capstone
353,4, Customer need
353,5, Industry representatives
353,8, Project sponsors
353,10, US Air Force Academy
354,2, Bi objectives
354,4, Design researchers
354,6, Divergent thinkings
354,7, Explicit representation
354,8, Initial phasis
354,9, Physical products
357,2, Combustion
357,3, Computer simulation
357,4, Flow of gases
357,5, Kilns
357,6, Pulverized fuel
357,7, Cement kiln systems
357,8, CO2 concentration
357,9, Measurements and modeling
357,10, On-site measurement
357,11, Outlet temperature
357,12, Production rates
357,13, Pulverized coal combustion
357,14, Thermal efficiency
357,15, Two phase flow
358,0,Decision making
358,2, Multiobjective optimization
358,3, Pareto principle
358,5, Turing machines
358,6, Water wells
358,7, Decision makers
358,8, Design Exploration
358,9, Economic sustainability
358,10, Environmental sustainability
358,11, Multi-objective optimization techniques
358,12, Pareto-optimality
358,13, Social sustainability
358,14, Sustainable product development
359,2, Light
359,3, Light reflection
359,4, Lithography
359,6, Optics
359,9, Plasma diagnostics
359,10, Aluminum oxide nanoparticles
359,11, Anti-reflective layers
359,12, Complex topographies
359,13, Complicated topographies
359,14, High-resolution patterning
359,15, Nanoparticle suspension
359,16, Optical sensor devices
359,17, Reflection of light
359,18, Light transmission
360,0,Rendering (computer graphics)
360,1, Complex assembly
360,2, Exterior surfaces
360,3, High-fidelity
360,4, Novel methods
362,5, Mathematical models
362,12, Tunnelling magnetoresistance
362,14, Random access memory
362,18, Triple modular redundancies (TMR)
362,19, Tunneling magnetoresistance
364,0,Acoustic surface wave devices
364,2, Fabrication
364,3, Femtosecond lasers
364,4, Guided electromagnetic wave propagation
364,6, Holography
364,7, Laser optics
364,9, Light modulation
364,10, Niobium compounds
364,11, Optical transfer function
364,12, Bragg reflection gratings
364,13, Direct laser writing
364,14, Experimental characterization
364,15, Femtosecond laser micromachining
364,16, Femtosecond laser writing
364,18, Spatial light modulators
364,20, Light modulators
365,3, Probes
365,7, Time measurement
365,8, Chirped fiber Bragg grating
365,10, Single shots
365,11, Time stretching
365,12, Time-encoding
366,1, Artificial intelligence
366,2, Binary alloys
366,4, Copper alloys
366,9, Niobium alloys
366,11, Palladium alloys
366,12, Quantum theory
366,13, Structural optimization
366,14, Ternary alloys
366,16, Titanium alloys
366,17, Active Learning
366,18, Alloy phase
366,20, Interatomic potential
366,21, Moment tensors
368,1, Lean production
368,3, Construction stakeholders
368,4, Design decision-making
368,6, Development and testing
368,7, International construction projects
368,9, Target value designs
368,11, Architectural design
377,1, Feature extraction
377,8, Ensemble feature selections
377,9, General regression neural network
377,11, Minimum redundancy-maximum relevances
377,12, Multiple correlation coefficients
377,13, Predictor variables
377,15, Root mean square errors
379,0,Dynamic loads
379,1, Electric power measurement
379,2, Heuristic algorithms
379,5, Nonlinear programming
379,7, System stability
379,8, Transient analysis
379,9, Voltage measurement
379,10, Dynamic equivalent
379,11, Non-linear optimization
379,12, On-line measurement
379,14, Power system stability
379,15, REI equivalents
379,16, Electric power system measurement
384,2, Calorimeters
384,3, Calorimetry
384,5, Computational chemistry
384,9, Metastable phases
384,11, Nanometals
384,14, Surface chemistry
384,15, Surface scattering
384,17, Titanium dioxide
384,18, High temperature oxide melt solution calorimetry
384,19, Low-temperature specific heat
384,20, Metal oxide nanoparticles
384,21, Metal oxide surfaces
384,22, Molecular dynamics simulations
384,23, Substantial variations
384,24, Surface water interaction
384,25, Water interactions
384,26, Surface waters
385,4, Neutron beams
385,10, Software reliability
385,11, Commercial off the shelves
385,12, High radiation environment
385,13, Msp430 microcontrollers
385,14, Processor architectures
386,0,Biometrics
386,2, Hardening
386,13, Attractive solutions
386,14, Biological neural networks
386,15, Field programmable gate array (FPGAs)
386,16, Iris
386,17, Iris recognition
386,19, Selective hardening
387,2, Adhesion
387,3, Adhesives
387,4, Chemical bonds
387,5, Conductive materials
387,6, Curing
387,7, Plasma theory
387,10, Surface testing
387,11, Surface treatment
387,13, Adhesive failure modes
387,15, Electronics manufacturing
387,16, Interfacial shear strength
387,18, Processing condition
387,19, Single lap shears
387,20, Structural component
390,0,Bending strength
390,3, Bistable mechanisms
390,4, Buckling constraints
390,5, Critical buckling loads
390,6, Force-displacement characteristics
390,7, Fully compliant
390,8, Monolithic structures
390,9, Multistable
391,0,Disasters
391,2, Information management
391,3, Information systems
391,5, Social networking (online)
391,6, Characterization tools
391,7, Data
391,10, Hurricane evacuation
391,11, Large scale disasters
391,12, Public safety answering points
391,14, Emergency services
395,0,Civil defense
395,5, Managers
395,8, Crisis informatics
402,0,Landing
402,1, Lunar landing
402,2, Manned space flight
402,4, Poles
402,5, Space research
402,6, Design reference missions
402,8, Extravehicular activity
402,9, Landing site
402,10, National Research Council
402,12, South polar region
402,13, South Pole-Aitken basins
402,14, Lunar missions
403,1, Global optimization
403,5, Continuous dynamics
403,6, Differential and algebraic equations
403,7, Dynamic power system model
403,8, Identification procedure
403,11, Transient stability studies
406,0,Electric power transmission networks
406,1, Smart power grids
406,3, Co-simulations
406,4, Communication delays
406,5, Dropped packets
406,7, Packet drops
406,8, Phasor Measurement Unit (PMU)
406,9, Power system state estimation
406,10, SCADA measurements
410,0,Evaporation
410,5, Nucleate boiling
410,7, Film boiling
411,0,Cytology
411,1, Encapsulation
411,3, Cell differentiation
411,4, Immune rejection
411,5, Induced pluripotent stem cells
411,6, Material selection
411,7, Retrievability
411,8, Safety concerns
411,9, Type 1 diabetes
411,10, Vascularization
411,11, Stem cells
411,13, dimeticone
411,14, fibrin
411,15, glibenclamide
411,16, politef
411,17, polysulfone
411,20, cell aggregation
411,21, cell differentiation
411,22, cell encapsulation
411,23, cell size
411,25, feasibility study
411,26, glycemic control
411,28, induced pluripotent stem cell
411,29, insulin dependent diabetes mellitus
411,31, nonobese diabetic mouse
411,32, pathogenesis
411,35, skin fibroblast
411,36, stem cell transplantation
411,37, teratoma
411,39, cytology
411,43, Cell Differentiation
411,44," Diabetes Mellitus, Type 1"
411,45, Feasibility Studies
411,47, Induced Pluripotent Stem Cells
411,48, Stem Cell Transplantation
413,1, Torsional stress
413,2, Design equation
413,3, Design insights
413,4, Rectangular beams
413,5, Rectangular cross-section beams
413,6, Symmetric equations
413,7, Thickness-to-width ratio
413,8, Torsional compliance
413,9, Two-dimension
418,0,Astrophysics
418,1, Mathematical operators
418,2, Nonlinear equations
418,5, Asymptotics
418,6, Boussinesq equations
418,7, Multiple time scale
418,8, Parallel numerical method
418,9, Reduced model
418,10, Slow manifolds
418,11, System of partial differential equations
418,12, Wave-mean-flow interaction
418,13, Difference equations
418,14, Boussinesq equation
418,15, nonlinearity
418,16, numerical method
418,17, quasi-geostrophic flow
418,18, wave field
419,3, Chemical reactors
419,5, Coal ash
419,6, Copper oxides
419,7, Cost effectiveness
419,10, Fly ash
419,11, Fossil fuel power plants
419,13, Ionization of gases
419,14, Iron oxides
419,17, Waste incineration
419,18, Carbon deposition
419,20, Cost-effective approach
419,21, Environmental-friendly
419,22, Fossil fuel combustion
419,23, Impregnation methods
419,24, Oxygen Carrier
419,25, Thermogravimetric analyzers
419,27, bioreactor
419,28, byproduct
419,29, carbon dioxide
419,30, coal combustion
419,31, combustion
419,32, decomposition
419,34, fly ash
419,35, fossil fuel
419,36, inorganic compound
419,37, iron oxide
419,38, methane
419,39, performance assessment
419,40, technological development
419,41, temperature effect
420,0,Automobile testing
420,1, Integration testing
420,7, CAD applications
420,8, Development stages
420,9, Proof of concept
420,10, Rectangular prisms
420,11, Three-dimensional model
420,12, User testing
420,13, Virtual reality modeling
423,2, Algebraic curves
423,3, Exceptional polynomials
423,4, Finite fields
423,5, Permutation polynomials
423,6, Positive integers
423,7, Weil bounds
423,8, Polynomials
424,0,Butler matrix
424,3, Optical receivers
424,5, Butler matrices
424,6, Code-words
424,7, Codebooks
424,9, Internal phase
424,10, Phase error
424,11, Adaptive optics
427,0,Binary trees
427,1, Domain decomposition methods
427,4, Shock tubes
427,5, Supercomputers
427,7, Distributed architecture
427,8, Distribution strategies
427,9, Los Alamos National Laboratory
427,10, Multiphysics problems
427,12, Smoothed particle hydrodynamics
427,13, Tree construction
427,14, Tree data structures
428,0,Bearings (structural)
428,4, Analytical approximation
428,6, Design strategies
428,7, Load carrying capability
428,8, Positioning accuracy
428,9, Stiffness characteristics
428,10, Supporting surfaces
428,11, Wetting boundaries
430,1, Operating costs
430,2, Protein folding
430,3, Proteins
430,4, Transcription
430,5, Biosensing
430,6, Cell free protein synthesis
430,8, In-vitro
430,9, Lab equipments
430,10, Protein biosensors
430,11, Specialized training
430,12, Specific detection
430,13, Biosynthesis
430,15, cell free protein synthesis
430,17, genetic procedures
430,22, protein engineering
430,23, protein folding
430,25, protein transcription
430,26, protein translation
430,28, transcription regulation
431,5, Coal storage
431,13, Integrated control
431,16, Precombustion
431,17, Wind power
431,18, Carbon capture process
431,21, Coal-fired power plant
431,23, International policies
431,24, Low temperatures
431,25, Modeling and optimization
431,27, absorption
431,29, carbon emission
431,30, coal-fired power plant
431,33, demand analysis
431,34, electricity
431,35, energy policy
431,36, energy storage
431,38, integrated approach
431,39, low temperature
431,40, optimization
431,42, power generation
431,44, price dynamics
431,45, wind power
433,1, Chemical sensors
433,4, Electrodes
433,5, Immunosensors
433,6, Light absorption
433,8, Cancer
433,11, Enzyme linked immunosorbent assay
433,12, Inter-digitated electrodes
433,13, Label-free immunosensor
433,14, Point of care diagnostic
433,15, Vertically aligned carbon nanotube
433,17, cancerous inhibitor PP2A
433,18, carbon nanotube
433,19, oncoprotein
433,21, antibody
433,22, autoantigen
433,23," KIAA1524 protein, human"
433,24, membrane protein
433,25, antibody specificity
433,27, cancer screening
433,29, enzyme linked immunosorbent assay
433,30, intermethod comparison
433,31, mouth cancer
433,32, point of care testing
433,33, saliva
433,35, supernatant
433,36, vertically aligned carbon nanotube array
433,38, early cancer diagnosis
433,42, limit of detection
433,44, mouth tumor
433,45, point of care system
433,47, standards
433,48, Antibodies
433,49, Autoantigens
433,50, Biosensing Techniques
433,51, Early Detection of Cancer
433,54, Limit of Detection
433,55, Membrane Proteins
433,56, Mouth Neoplasms
433,57," Nanotubes, Carbon"
433,58, Point-of-Care Systems
434,2, Wireless telecommunication systems
434,3, Destination nodes
434,4, Maximum flows
434,6, Single probe
434,7, Single source
434,8, Store and forward
434,11, Network coding
441,0,Fighter aircraft
441,1, Hydraulics
441,3, Specifications
441,4, Changing constraints
441,5, Coastal and hydraulics laboratories
441,6, Coastal environments
441,7, Environmental variables
441,8, Military logistics
441,10, Route planning
441,11, Two-dimensional hydrodynamics
441,12, Logistics
443,1, Flexible structures
443,9, Frequency domains
443,10, Lagrange's equation
443,11, Modeling procedure
443,12, Precision positioning stage
445,0,Austenite
445,1, Ductile fracture
445,2, Linear transformations
445,3, Mathematical transformations
445,4, Plastic deformation
445,6, Effect of strain
445,7, Effective strain
445,9, Forming limits
445,10, Plane strain tension
445,12, Strain paths
445,13, Uniaxial tensions
446,0,Civil engineering
446,2, Compliant stiffener
446,5, Nonlinear elasticity
447,0,Engineering
447,2," STEM (science, technology, engineering and mathematics)"
447,3, Attitude
447,4, Engineering and technology
447,5, English literature
447,9, STEM careers
447,10, Student attitudes
448,0,Analytical models
448,3, Irradiation
448,4, Isotherms
448,7, Collimated irradiation
448,8, Monte-Carlo ray tracing
448,9, Multiple reflections
448,10, Numerical verification
448,11, Radiative properties
448,12, Specular reflections
448,13, V grooves
448,14, Ray tracing
449,5, Gas adsorption
449,7, Iron compounds
449,8, Multiwalled carbon nanotubes (MWCN)
449,10, Organometallics
449,12, Alumina Nanoparticle
449,13, Carbon nano-tube structures
449,14, Ferrocenes
449,15, High surface area
449,16, Liquid precursors
449,17, Moderate temperature
449,18, Multi-walled CNTs
449,19, Resulting materials
450,0,Consolidation
450,5, Analytical methodology
450,7, Dynamics characteristic
450,8, Exact analytical solutions
450,9, Geotechnical parameters
450,14, analytical framework
450,15, centrifugal model test
450,16, earthquake engineering
450,18, geotechnical engineering
450,19, pile
450,20, stiffness
458,0,Antibiotics
458,1, Bacteria
458,2, Bioinformatics
458,3, Decision trees
458,4, Pipelines
458,5, Anti-microbial activity
458,6, Drug discovery
458,7, Motif discovery
458,8, Novel antibiotics
458,9, Random forest algorithm
458,10, Random forests
458,11, Resistance genes
458,12, Sequence motifs
459,2, Dielectric waveguides
459,4, Fluorescence spectroscopy
459,6, Integrated optics
459,7, Low-k dielectric
459,8, Multiplexing
459,10, Optical sensors
459,14, Analyte detection
459,15, Antiresonant reflecting optical waveguides
459,17, Disease diagnostics
459,18, Environmental stability
459,19, Multi-mode interference
459,20, Ribs
459,21, Target identification
459,22, Emission spectroscopy
464,1, Data integration
464,2, Factorization
464,5, Motion pictures
464,6, Nearest neighbor search
464,7, Recommender systems
464,8, Collaborative filtering systems
464,9, Collaborative filtering techniques
464,10, K-nearest neighbors
464,11, Learning approach
464,12, Matrix factorizations
464,13, Movie recommendations
