name,country,dept_name
"Department of Chemistry, University of California at Berkeley, Berkeley, CA  94720, United States", United States,Department of Chemistry
"Department of Civil and Environmental Engineering, University of Connecticut, United States", United States,Department of Civil and Environmental Engineering
"Department of Natural Resources and the Environment, University of Connecticut, United States", United States,Department of Natural Resources and the Environment
"Department of Biomedical Engineering, School of Medicine, Tsinghua University, Beijing, 100084, China", China,Department of Biomedical Engineering
"Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, Hangzhou, 310003, China", China,
"Department of Basic Medical Sciences, School of Medicine, Tsinghua University, Beijing, 100084, China", China,Department of Basic Medical Sciences
"Department of Hepatobiliary Surgery, Beijing Tsinghua Changgung Hospital, Tsinghua University, Beijing, 102218, China", China,Department of Hepatobiliary Surgery
"Department of Plastic, Reconstructive and Aesthetic Surgery, Beijing Tsinghua Changgung Hospital, Tsinghua University, Beijing, 102218, China", China,Department of Plastic
"General Motors R&D, Warren, MI  48090, United States", United States,
"Theoretical Division, Los Alamos National Laboratory, Los Alamos, NM  87545, United States", United States,
"Department of Mechanical Engineering, University of New Hampshire, Durham, NH  03824, United States", United States,Department of Mechanical Engineering
"Department of Mechanical & Aerospace Engineering, Utah State University, Logan, UT  84322, United States", United States,Department of Mechanical & Aerospace Engineering
"Synthetic Bioproducts Center, Utah State University, North Logan, UT  84341, United States", United States,
"University of Waterloo, Waterloo, ON, Canada", Canada,
"Brigham Young University, 350 CB, Provo, UT  84602, United States", United States,
"Dept. of Civil and Environmental Engineering, Brigham Young Univ, 170 A Clyde Building, Provo, UT  84602, United States", United States,Dept. of Civil and Environmental Engineering
"Dept. of Agricultural and Biochemical Engineering, Univ. of Florida, 281 Frazier Rogers Hall, Gainesville, FL  32611, United States", United States,Dept. of Agricultural and Biochemical Engineering
"School of Sustainable Engineering and the Built Environment, Prof. and Sunstate Department of Construction Management and Engineering, Arizona State Univ., P.O. Box 873005, Tempe, AZ  85287-3005, United States", United States,School of Sustainable Engineering and the Built Environment
"Brigham Young University, 350 CB, Provo, UT 84602, United States", United States,
"Fire Science and Technology Department, Sandia National Laboratories, Albuquerque, NM, United States", United States,Fire Science and Technology Department
"School of Mechanical Engineering, University of Ulsan, 93, Daehak-ro, Nam-gu, Ulsan, 44610, South Korea", South Korea,School of Mechanical Engineering
"Manufacturing Engineering Technology Program, Brigham Young University, Provo, UT  84602-9601, United States", United States,
"Environment Materials and Components Center, Korea Institute of Industrial Technology, 222, Palbok-ro, Deokjin-gu, Jeonju-si, Jeollabuk-do, 54853, South Korea", South Korea,
"Department of Mathematics, University of Connecticut, Storrs, CT, United States", United States,Department of Mathematics
"National Center for Atmospheric Research (NCAR), Boulder, CO, United States", United States,
"Ball State University, United States",None,
"Illinois State University, United States",None,
"Building and Structure Department, Federal University of Santa Maria, Brazil", Brazil,Building and Structure Department
"Department of Architecture, Building and Planning, Eindhoven University, Netherlands", Netherlands,Department of Architecture
"ISISE, University of Minho, Department of Civil Engineering, Portugal", Portugal, Department of Civil Engineering
"Utah State University, ENGR 419J, Logan, UT  84322-4130, United States", United States,
"Naval Undersea Warfare Center, Newport, RI, United States", United States,
"Pennsylvania State University, State College, PA, United States", United States,
"Laboratory of Atomic and Solid State Physics, Clark Hall, Cornell University, Ithaca, NY  14853-2501, United States", United States,
"Fermi National Accelerator Laboratory, Batavia, IL  60510, United States", United States,
"Forschungszentrum Jülich, Peter Grünberg Institut (PGI-2), Jülich, D-52425, Germany", Germany,
"LEPP, Physics Department, Newman Laboratory, Cornell University, United States", United States, Physics Department
"Department of mechanical engineering, Brigham Young University, Provo, UT  84602, United States", United States,Department of mechanical engineering
"1376 N 1350 W, Provo, UT  84604, United States", United States,
"Raytheon Missile Systems, Tucson, AZ  85756, United States", United States,
"AMS-TAOS USA Inc., 5556 Tennyson Pkwy., Plano, TX  75024, United States", United States,
"Northwest Hydraulic Consultants, 835 S. 192nd St., Bldg. C, Suite 1300, Seatac, WA  98148, United States", United States,
"Department of Electrical and Computer Engineering, Utah State University, Logan, UT  84322, United States", United States,Department of Electrical and Computer Engineering
"University of Kansas, Lawrence, KS  66045, United States", United States,
"Institut de Mathématiques de Toulouse, Toulouse, France", France,
"Université de Rennes 1, IRMAR, Rennes, France", France,
"Indiana University, Bloomington, IN  47405, United States", United States,
"School of Engineering, University of California, 1156 High Street, Santa Cruz, CA  95064, United States", United States,School of Engineering
"Mechanical Engineering, Brigham Young University, Provo, UT  84606, United States", United States,
"Brigham Young University, Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States", United States, Department of Chemical Engineering
"School of Technology, Brigham Young University, 265 CTB, BYU, Provo, UT  84602, United States", United States,School of Technology
"Brigham Young University, Industrial Design, United States", United States,
"Chemical Engineering, Brigham Young University, Provo, UT  84602, United States", United States,
"Department of Genetics and Biotechnology, Brigham Young University, Provo, UT, United States", United States,Department of Genetics and Biotechnology
"Department of Physiology and Developmental Biology, Brigham Young University, Provo, UT, United States", United States,Department of Physiology and Developmental Biology
"Brigham Young University, 368 CB, Provo, UT  84664, United States", United States,
"Honors Program, Brigham Young University, Provo, UT  84602, United States", United States,
"Dept. of Sociology, Brigham Young University, Provo, UT  84602, United States", United States,Dept. of Sociology
"NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States", United States, Department of Electrical and Computer Engineering
"NSF, Center for High-Performance Reconfigurable Computing (CHREC), Brigham Young University, Provo, UT  84602, United States", United States,
"Mechanical Engineering, BYU, Provo, UT  84602, United States", United States,
"Aerospace and Ocean Engineering, Virginia Tech, Blacksburg, VA  24061, United States", United States,
"Kimley-Horn and Associates, Inc, 1920 Wekiva Way, Suite 200, West Palm Beach, FL  33411, United States", United States,
"Google, Inc., Mountain View, CA  94043, United States", United States,
"School of Technology, Department of Construction and Facilities Management, Brigham Young University, Provo, UT, United States", United States,School of Technology
"Department of Construction Science and Management, Clemson University, Clemson, SC, United States", United States,Department of Construction Science and Management
"Department of Construction Science, College of Architecture, Texas A and M University, College Station, TX, United States", United States,Department of Construction Science
"Compressor Aero Research Laboratory, Air Force Research Laboratory, Propulsion Dirct., Wright-Patterson AFB, OH  45433, United States", United States,
"Occidental Petroleum Corporation, United States",None,
"Sustainable Energy Solutions, United States",None,
"BYU Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States", United States,BYU Department of Mechanical Engineering
"National Wind Technology Center, National Renewable Energy Laboratory, Golden, CO  80401, United States", United States,
"Department of Mechanical Engineering, United States",None,Department of Mechanical Engineering
"Department of Electrical and Computer Engineering, United States",None,Department of Electrical and Computer Engineering
"AFRL, University of Florida Research and Engineering Education Facility, United States", United States,
"SandME Inc., 620 Wando Park Blvd, Mt. Pleasant, SC  29464, United States", United States,
"CubiScan, Farmington, UT  84025, United States", United States,
"AECOM, 756 E Winchester St. #400, Salt Lake City, UT  84107, United States", United States,
"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 368 CB, Provo, UT  84602, United States", United States,Dept. of Civil and Environmental Engineering
"Federal Highway Administration, 6300 Georgetown Pike, McLean, VA  22101-2296, United States", United States,
"Department of Chemical Engineering, University of Utah, 50 S. Central Campus Dr, Rm 3290 MEB, Salt Lake City, UT  84112-9203, United States", United States,Department of Chemical Engineering
"Department of Plant and Wildlife Sciences, Brigham Young University, 4105 LSB, Provo, UT  84602, United States", United States,Department of Plant and Wildlife Sciences
"General Mills, Inc., Crop Bioscience Wheat Innovation Center, 1990 Kimball Ave, Manhattan, KS  66502, United States", United States,
"Departmentof Chemical Engineering, Brigham Young University, Provo, UT, United States", United States,Departmentof Chemical Engineering
"The University of Texas, Dallas, United States", United States,
"Chemical Engineering Dept., Brigham Young University, Provo, UT  84602, United States", United States,Chemical Engineering Dept.
"Dept. of Engineering Technology, Utah Valley University, Orem, UT  84058, United States", United States,Dept. of Engineering Technology
"School of Mechatronics, Xidian University, Xi'an, Shaanxi, 710071, China", China,School of Mechatronics
"Department of Chemical Engineering, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA  02139, United States", United States,Department of Chemical Engineering
"SINTEF Petroleum Research, Norway",None,
"Air Force Research Laboratory, Wright-Patterson AFB, 2610 Seventh St., Bldg. 441OH  45433, United States", United States,
"Blue Ridge Research and Consulting, 29 N Market St, Suite 700 LLC, Asheville, NC  28801, United States", United States,
"Dept. of Advanced Energy, Graduate School of Frontier Sciences, University of Tokyo, Kashiwa, Chiba  277-8561, Japan", Japan,Dept. of Advanced Energy
"Dept. of Aeronautics and Astronautics, Graduate School of Engineering, University of Tokyo, Bunkyo-ku, Tokyo  113-8656, Japan", Japan,Dept. of Aeronautics and Astronautics
"Research Unit III, Japan Aerospace Exploration Agency, Sagamihara, Kanagawa  252-5210, Japan", Japan,
"Air Force Research Laboratory, Wright-Patterson Air Force Base, Battlespace Acoustics Branch, AFRL 711 HPW/RHCBOH  45433, United States", United States,
"Dept. of Advanced Energy, Graduate School of Frontier Sciences, The University of Tokyo, Kashiwa, Chiba  277-8561, Japan", Japan,Dept. of Advanced Energy
"Aerospace Research and Development Directorate, Japan Aerospace Exploration Agency, Sagamihara, Kanagawa  252-5210, Japan", Japan,
"Dept. of Aeronautics and Astronautics, Graduate School of Engineering, The University of Tokyo, Bunkyo, Tokyo  113-8656, Japan", Japan,Dept. of Aeronautics and Astronautics
"Air Force Research Laboratory, Research Physicist, Battlespace Acoustics Branch, 2610 Seventh St., Bldg. 441, Wright-Patterson Air Force Base, OH  45433, United States", United States,
"Combustion Science & Engineering, Inc., Columbia, MD, United States", United States,
"Chalmers University of Technology, Gothenburg, Sweden", Sweden,
"Merit Medical Systems, Inc., South Jordan, UT, United States", United States,
"Ford Motor Company, Dearborn, MI, United States", United States,
"IIIT-Delhi, New Delhi, India", India,
"Northern Illinois University, DeKalb, IL  60115, United States", United States,
"CKR Engineers, 1295 N State St., Orem, UT  84057, United States", United States,
"DOWL, 4041 B St., Anchorage, AK  99503, United States", United States,
"Institute of Applied Geometry, Johannes Kepler University, Linz, Austria", Austria,
"Department of Mechanical Engineering, University of Wisconsin-Madison, Madison, WI, United States", United States,Department of Mechanical Engineering
"Civil and Environmental Engineering, Brigham Young University, Provo, UT, United States", United States,
"Chemical Engineering, Brigham Young University, Brigham Young University, 350 Clyde Building, Provo, UT  84606, United States", United States,
"Theoretical Division, Los Alamos National Laboratory, TA-3, Los Alamos, NM  87544, United States", United States,
Pacific Northwest National Laboratory,None,
"902 Battelle Boulevard, Richland, WA  99352, United States", United States,
"Manufacturing Engineering Technology, Brigham Young University",None,
"265P CTB, Provo, UT  84602, United States", United States,
"School of MME, Washington State University, Pullman, WA  99164, United States", United States,School of MME
"Washington State University, Sloan 201, Pullman, WA, United States", United States,
"Dept. of Mechanical, Industrial and Manuf. Engineering, Oregon State University, Corvallis, OR  97331, United States", United States,Dept. of Mechanical
"Department of Geological Sciences, Brigham Young University, Provo, UT  84602-4606, United States", United States,Department of Geological Sciences
"Bureau of Economic Geology, The University of Texas at Austin, Austin, TX  78758, United States", United States,
"Department of Mechanism Technology, Technische Universität Ilmenau, Ilmenau, Thüringen, Germany", Germany,Department of Mechanism Technology
"Institut für Getriebetechnik und Maschinendynamik, RWTH Aachen University, Aachen, Nordrhein-Westfalen, Germany", Germany,
"Brigham Young University, Provo, UT  435 CTB, United States", United States,
"Faculty of Mechanical Engineering, Universitatea Politehnica Timişoara, Timişoara, Romania", Romania,
"Brigham Young University, Dept. of Mechanical Engineering, CTB435, Provo, UT  84602, United States", United States, Dept. of Mechanical Engineering
"Centre de Thermique et d’Energétique de Lyon, INSA de Lyon, 9 rue de la Physique, Villeurbanne, 69621, France", France,
"Hayward Baker, Incorporated, 1780 Lemonwood Dr., Santa Paula, CA  93060, United States", United States,
"Fehr and Peers, 2180 South 1300 East, Ste 220, Salt Lake City, UT  84106, United States", United States,
"Applied Geotechnical Engineering Consultants, 600 West Sandy Parkway, Sandy, UT  84070, United States", United States,
"Dept. of Chemical Engineering, Brigham Young Univ., 350 Clyde Bldg., Provo, UT  84602, United States", United States,Dept. of Chemical Engineering
"Dept. of Electrical and Computer Engineering, Brigham Young Univ., 459 Clyde Bldg., Provo, UT  84602, United States", United States,Dept. of Electrical and Computer Engineering
"Electrical and Computer Engineering Department, Stevens Institute of Technology, Hoboken, NJ  07030, United States", United States,Electrical and Computer Engineering Department
"Automatic Control and Systems Engineering Department, University politehnica Bucharest, Bucharest, 024074, Romania", Romania,Automatic Control and Systems Engineering Department
"Information and Decision Algorithms Laboratories and the Computer Science Department, Brigham Young University, Provo, UT  84602, United States", United States,Information and Decision Algorithms Laboratories and the Computer Science Department
"Systems Engineering Department, University of Pennsylvania, Philadelphia, PA  19104, United States", United States,Systems Engineering Department
"Brigham Young University, Department of Mechanical Engineering, 435 CTB, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"Brigham Young University, Department of Mechanical Engineering, 350C MSRB, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"Brigham Young University, Department of Mechanical Engineering, 270 CB, Provo, UT  84602, United States", United States, Department of Mechanical Engineering
"Department of Mechanical Engineering, Polytechnic of Turin, Via Cristoforo Colombo, 55, Turin, 10129, Italy", Italy,Department of Mechanical Engineering
"NASA Jet Propulsion Laboratory, California Institute of Technology, Extreme Environment Robotics, 4800 Oak Grove Drive, Pasadena, CA  91109, United States", United States,
"Institute of Plant Breeding, Genetics, and Genomics, University of Georgia, Tifton Campus, Tifton, GA  31794, United States", United States,
"Plant Genome Mapping Laboratory, University of Georgia, Athens, GA  30602, United States", United States,
"Department of Plant and Wildlife Science, Brigham Young University, Provo, UT, United States", United States,Department of Plant and Wildlife Science
"Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA  50011, United States", United States,Department of Ecology
"Department of Mechanical and Aerospace Engineering, Utah State University, 4130 Old Main Hill, Logan, UT  84322, United States", United States,Department of Mechanical and Aerospace Engineering
"Department of Physics and Astronomy, KU Leuven, Celestijnenlaan 200D, Heverlee, B-3001, Belgium", Belgium,Department of Physics and Astronomy
"Mechanical Engineering, Brigham Young University, 435 CTB, Provo, UT  84602, United States", United States,
"Manufacturing Engineering Technology, Brigham Young University, 265 CTB, Provo, UT  84602, United States", United States,
"Theoretical Division, MS B16, Los Alamos National Laboratory, Los Alamos, NM  87545, United States", United States,
"Yuri Hovanski, Brigham Young University, Provo, UT, United States", United States,
"University of North Texas, Denton, TX, United States", United States,
"Tohoku University, Sendai, Japan", Japan,
"University of Wisconsin-Green Bay, Green Bay, WI, United States", United States,
"University of Texas at Dallas, Richardson, TX, United States", United States,
"Morgan State University, Baltimore, MD, United States", United States,
"412 Test Wing, Edwards AFB, CA, United States", United States,
"Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA  99354, United States", United States,
"General Motors Research and Development Laboratory, Warren, MI  48090, United States", United States,
"Honda R&D Americas, Raymond, OH  43067, United States", United States,
"FCA US LLC, Auburn Hills, MI  48321, United States", United States,
"Kuka Development Center, Sterling Heights, MI, United States", United States,
"Control Group, Department of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom", United Kingdom, Department of Engineering
"Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA  94720-5800, United States", United States,Department of Electrical Engineering and Computer Sciences
"Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA  02139-4307, United States", United States,
"Department of Control and Dynamical Systems, California Institute of Technology, Pasadena, CA  91125, United States", United States,Department of Control and Dynamical Systems
"Department of Bioengineering, Centre for Synthetic Biology and Innovation, Imperial College London, London, SW7 2AZ, United Kingdom", United Kingdom,Department of Bioengineering
"Information and Decision Algorithms Laboratories, Department of Computer Science, Brigham Young University, Provo, UT  84602-1001, United States", United States, Department of Computer Science
"Luxembourg Centre for Systems Biomedicine, University of Luxembourg, Luxembourg, L-4365, Luxembourg", Luxembourg,
"United States Department of Agriculture-Agricultural Research Service, Sidney, MT, United States", United States,United States Department of Agriculture-Agricultural Research Service
"United States Department of Agriculture-Agricultural Research Service, Stoneville, MS, United States", United States,United States Department of Agriculture-Agricultural Research Service
"Agriculture and Agri-Food Canada, Lethbridge, AB, Canada", Canada,
"Department of Crop and Soil Sciences, Washington State University, Pullman, WA, United States", United States,Department of Crop and Soil Sciences
"Columbia Basin Agricultural Research Center, Oregon State University, Pendleton, OR, United States", United States,
