keyword,document_id
 Fatigue crack propagation,666
 Nanocomposites,666
 Nanosensors,666
 Safety devices,666
 Sporting goods,666
 Sports,666
 Football helmet,666
 Impact detection,666
 Impact energy,666
 Impact velocities,666
 Self-sensing,666
 Severity index,666
 Foams,666
 nanocomposite,666
 nanocomposite,666
 polyurethan,666
 polyurethan foam,666
 acceleration,666
 Article,666
 comparative study,666
 foam,666
 football,666
 football player,666
 Gadd severity index,666
 injury scale,666
 injury severity,666
 kinematics,666
 piezoelectricity,666
 priority journal,666
 velocity,666
 accelerometry,666
 chemistry,666
 conductometry,666
 device failure analysis,666
 devices,666
 equipment design,666
 evaluation study,666
 helmet,666
 human,666
 nanotechnology,666
 pressure transducer,666
 reproducibility,666
 sensitivity and specificity,666
 sports equipment,666
 Acceleration,666
 Accelerometry,666
 Conductometry,666
 Equipment Design,666
 Equipment Failure Analysis,666
 Football,666
 Head Protective Devices,666
 Humans,666
 Nanocomposites,666
 Nanotechnology,666
 Polyurethanes,666
 Reproducibility of Results,666
 Sensitivity and Specificity,666
 Sports Equipment,666
" Transducers, Pressure",666
Articulatory kinematics,667
 auditory feedback,667
 silent articulation,667
 voicing,667
 whisperAudition,667
 Speech recognition,667
 Auditory feedback,667
 Hearing disorders,667
 Stroke counts,667
 Vocal tract movements,667
 voicing,667
 whisper,667
 Whispered speech,667
 Kinematics,667
Multipath channels,669
 multiple-input multiple-output (MIMO) systems,669
 radio propagationAntennas,669
 Characterization,669
 College buildings,669
 Communication channels (information theory),669
 Directive antennas,669
 MIMO systems,669
 Multipath propagation,669
 Radio transmission,669
 Radio waves,669
 Receiving antennas,669
 Signal to noise ratio,669
 Wireless telecommunication systems,669
 Antenna measurement,669
 Delays,669
 Directional Antenna,669
 Propagation loss,669
 Wireless communications,669
 Ray tracing,669
Kumamoto Earthquake,671
 Kumamoto water supply,671
 Lifeline damage,671
 Pipeline failure rates,671
 Water distribution networkCast iron,671
 Earthquakes,671
 Electric power systems,671
 Failure analysis,671
 Pipelines,671
 Water supply,671
 Electric power supply,671
 Fundamental mechanisms,671
 Lateral spreading,671
 Lifeline damage,671
 Pipeline failures,671
 Roads and bridges,671
 Transportation system,671
 Water distribution networks,671
 Water distribution systems,671
 distribution system,671
 earthquake damage,671
 earthquake event,671
 earthquake rupture,671
 landslide,671
 pipeline,671
 water supply,671
 Japan,671
 Kumamoto,671
 Kyushu,671
Conciseness,672
 language use,672
 professional writing,672
 word choice,672
 writing styleBibliographies,672
 Education,672
 Electronic mail,672
 History,672
 Industrial relations,672
 Instruments,672
 Professional aspects,672
 Conciseness,672
 language use,672
 Pragmatics,672
 Word choices,672
 Writing style,672
 Teaching,672
Acoustic basis functions,673
 Cut-on phenomena.,673
 Cylindrical shell,673
 Radiation mode shapesAcoustic radiators,673
 Cylinders (shapes),673
 Efficiency,673
 Functions,673
 Shells (structures),673
 Acoustic radiation modes,673
 Basis functions,673
 Circular cylindrical shells,673
 Critical design parameters,673
 Cut-on phenomena,673
 Cylindrical shell,673
 Radiation efficiency,673
 Radiation mode,673
 Radiation,673
Array effective resistance,674
 mutual coupling,674
 phased array antennas,674
 phased array feeds,674
 receiving efficiency,674
 scanned beamsAntenna arrays,674
 Antenna feeders,674
 Antenna radiation,674
 Beamforming,674
 Directional patterns (antenna),674
 Efficiency,674
 Electric resistance,674
 Radio astronomy,674
 Radio communication,674
 Receiving antennas,674
 Satellite communication systems,674
 Effective resistances,674
 Loaded antennas,674
 Mutual coupling,674
 Phased array antennas,674
 Phased array feeds,674
 scanned beams,674
 Antenna phased arrays,674
liquid composite molding,675
 Permeability,675
 vacuum infusionCarbon,675
 Compressibility,675
 Interpolation,675
 Mechanical permeability,675
 Molding,675
 Optimization,675
 Reinforcement,675
 Empirical measurement,675
 Fiber volume content,675
 Liquid composite molding,675
 Non-uniform thickness,675
 Permeability measurements,675
 Reinforcement materials,675
 Thickness gradients,675
 Vacuum infusion,675
 Characterization,675
Analog-to-digital converter (ADC),676
 capacitance measurement,676
 capacitor mismatch,676
 metal-oxide-metal (MoM) capacitor,676
 mismatch characterizationAnalog to digital conversion,676
 Capacitance measurement,676
 Frequency converters,676
 Metallic compounds,676
 Operational amplifiers,676
 Analog to digital converters,676
 Capacitor mismatch,676
 Measurement precision,676
 Metal oxides,676
 Mismatch characterization,676
 Multiplexing techniques,676
 Resolution requirements,676
 Sensitivity improvements,676
 Metals,676
BEM,677
 Deformable capsule,677
 Dynamic refinement,677
 FEM,677
 Isogeometric analysis,677
 T-splineBoundary element method,677
 Deformation,677
 Drug delivery,677
 Shear flow,677
 Boundary element analysis,677
 Deformable capsule,677
 Deformable particles,677
 Dynamic refinement,677
 Finite-element approach,677
 Isogeometric analysis,677
 Smoothing techniques,677
 T-splines,677
 Finite element method,677
Bragg gratings,678
 delamination,678
 nondestructive testing,678
 sensor systems,678
 tunable filtersBragg gratings,678
 Damage detection,678
 Delamination,678
 Nondestructive examination,678
 Fiber Bragg Grating Sensors,678
 High-speed interrogation,678
 Sensor systems,678
 Spectral distortions,678
 Stiffened composite,678
 Temporal resolution,678
 Tunable filters,678
 Wavelength division multiplexed,678
 Fiber Bragg gratings,678
Application security,679
 Layered security,679
 Repairing Applications,679
 Secure software development,679
 SecurityAccess control,679
 Application programs,679
 Cryptography,679
 Security systems,679
 Software design,679
 Application security,679
 End-to-end encryption,679
 Layered security,679
 Legacy software,679
 Secure software development,679
 Security,679
 Security features,679
 Threat mitigation,679
 Network security,679
3D printing,683
 Additive manufacturing,683
 Insertion loss,683
 Selective Laser Melting,683
 Surface roughness,683
 Waveguide attenuationAluminum,683
 Insertion losses,683
 Manufacture,683
 Melting,683
 Surface roughness,683
 Waveguide attenuators,683
 Waveguides,683
 3-D printing,683
 Attenuation performance,683
 Complex structure,683
 High mechanical strength,683
 Industry standards,683
 Manufacturing methods,683
 Selective laser melting,683
 Waveguide structure,683
 3D printers,683
Friction stir processing,686
 Friction stir welding,686
 Heat source method,686
 Model predictive control,686
 PID,686
 Temperature control,686
 Temperature modelsDisturbance rejection,686
 Electric control equipment,686
 Friction,686
 Friction stir welding,686
 Heat conduction,686
 Model predictive control,686
 Predictive control systems,686
 Proportional control systems,686
 Research laboratories,686
 Temperature control,686
 Three term control systems,686
 Tribology,686
 Welding,686
 Welds,686
 Comparison of models,686
 First-order plus dead-time models,686
 Friction stir processing,686
 Friction stir welding(FSW),686
 Heat source modeling,686
 Heat sources,686
 Quasi steady state conditions,686
 Temperature models,686
 Controllers,686
Adaptive and intelligent educational systems,688
 Data and knowledge visualization,688
 Data mining,688
 Homework support systems,688
 Literature review,688
 Self-assessment technologiesBibliographies,688
 Computer science,688
 Data mining,688
 Data visualization,688
 Database systems,688
 Education,688
 Facings,688
 Flow visualization,688
 Product design,688
 Recommender systems,688
 Visualization,688
 Conferences,688
 Data and knowledge visualizations,688
 Intelligent educational systems,688
 Literature reviews,688
 Self assessment,688
 Support systems,688
 Students,688
Adaptability,689
 Developing world,689
 Evolvability,689
 Excess,689
 Improved cookstove,689
 Reconfigurability,689
 Reconfigure,689
 System designAircraft carriers,689
 Aircraft communication,689
 Developing countries,689
 Sensitivity analysis,689
 Systems analysis,689
 Uncertainty analysis,689
 Adaptability,689
 Developing world,689
 Evolvability,689
 Excess,689
 Improved cookstove,689
 Reconfigurability,689
 Reconfigure,689
 Product design,689
FPGA,690
 High Energy Physics,690
 Instrumentation,690
 Measurement,690
 Reliability,690
 ScrubbingComputer control systems,690
 Data acquisition,690
 Fault tolerance,690
 Fault tolerant computer systems,690
 Field programmable gate arrays (FPGA),690
 Integrated circuit design,690
 Liquefied gases,690
 Logic devices,690
 Measurement,690
 Radiation hardening,690
 Reliability,690
 Transceivers,690
 Electromagnetic calorimeter,690
 High energy physics experiments,690
 High energy physics experiments (HEP),690
 High radiation environment,690
 Instrumentation,690
 Reliability requirements,690
 Scrubbing,690
 Triple modular redundancies (TMR),690
 High energy physics,690
Category-Analog CircuitsBandpass filters,691
 Circuit elements,691
 Narrow band filter,691
 Phase-shift method,691
 Spectral purity,691
 Standing problems,691
 Tunable oscillator,691
 Typical values,691
 Very low frequency,691
 Voltage dividers,691
Foam sensor,694
 Functional data analysis,694
 Gait analysis,694
 Ground reaction force,694
 Nanocomposite,694
 Wearable sensorBiophysics,694
 Foams,694
 Gait analysis,694
 Nanocomposites,694
 Sporting goods,694
 Average errors,694
 Calibration model,694
 Cross validation,694
 Functional data analysis,694
 Ground reaction forces,694
 Human movements,694
 Human walking,694
 Novel nanocomposites,694
 Wearable sensors,694
 adult,694
 Article,694
 biosensor,694
 body height,694
 body mass,694
 calibration,694
 exercise intensity,694
 female,694
 gait,694
 ground reaction force,694
 human,694
 human experiment,694
 male,694
 measurement accuracy,694
 nanocomposite piezo responsive foam sensor,694
 normal human,694
 priority journal,694
 shoe,694
 three dimensional imaging,694
 treadmill,694
 validation process,694
 walking,694
 young adult,694
 biological model,694
 clinical trial,694
 physiology,694
 walking,694
 nanocomposite,694
 Adult,694
 Female,694
 Gait,694
 Humans,694
 Male,694
" Models, Biological",694
 Nanocomposites,694
 Walking,694
Ascending auctions,697
 Estimation of number of bidders,697
 Unobserved auction participationIndustrial engineering,697
 Industry,697
 Ascending auctions,697
 Average numbers,697
 Internet auctions,697
 Unobserved auction participation,697
 Commerce,697
air conditioning,698
 asthma,698
 endotoxin,698
 evaporative cooling,698
 hygiene hypothesis,698
 indoor environmental qualityendotoxin,698
 air conditioning,698
 analysis,698
 bed,698
 building,698
 climate,698
 cross-sectional study,698
 environmental monitoring,698
 housing,698
 indoor air pollution,698
 procedures,698
 season,698
 Utah,698
 Air Conditioning,698
" Air Pollution, Indoor",698
 Bedding and Linens,698
 Climate,698
 Cross-Sectional Studies,698
 Endotoxins,698
 Environmental Monitoring,698
 Floors and Floorcoverings,698
 Housing,698
 Seasons,698
 Utah,698
Compliant mechanism,699
 Minimally invasive surgery,699
 Nitinol,699
 Surgical instrumentGrippers,699
 Mechanisms,699
 MIS devices,699
 Surgery,699
 Surgical equipment,699
 Transplantation (surgical),699
 Bending stress,699
 Mechanical advantage,699
 Minimally invasive surgery,699
 Nitinol,699
 Range of motions,699
 Research results,699
 Surgical instrument,699
 Two-degree of freedom,699
 Compliant mechanisms,699
 Article,699
 compression,699
 equipment design,699
 grasping forceps,699
 large scale production,699
 minimally invasive surgery,699
 range of motion,699
dGEMRIC,701
 Femoroacetabular impingement,701
 Hip,701
 MRI,701
 Osteoarthritisgadolinium pentetate meglumine,701
 contrast medium,701
 gadolinium,701
 adult,701
 aged,701
 Article,701
 cartilage,701
 contrast enhancement,701
 controlled clinical trial,701
 controlled study,701
 disease severity,701
 female,701
 femoroacetabular impingement,701
 hip osteoarthritis,701
 human,701
 major clinical study,701
 male,701
 nuclear magnetic resonance imaging,701
 predictive value,701
 priority journal,701
 prognosis,701
 prospective study,701
 receiver operating characteristic,701
 reproducibility,701
 articular cartilage,701
 complication,701
 diagnostic imaging,701
 disease exacerbation,701
 early diagnosis,701
 follow up,701
 hip,701
 hip osteoarthritis,701
 middle aged,701
 nuclear magnetic resonance imaging,701
 pathology,701
 procedures,701
 radiography,701
 Adult,701
 Aged,701
" Cartilage, Articular",701
 Contrast Media,701
 Disease Progression,701
 Early Diagnosis,701
 Female,701
 Femoracetabular Impingement,701
 Follow-Up Studies,701
 Gadolinium,701
 Hip Joint,701
 Humans,701
 Magnetic Resonance Imaging,701
 Male,701
 Middle Aged,701
" Osteoarthritis, Hip",701
 Prognosis,701
 Prospective Studies,701
 Radiography,701
Mixed-initiative interaction,702
 Topic modeling,702
 User studyHardware,702
 Design implications,702
 Human-in-the-loop,702
 Interactive system,702
 Mixed-initiative interactions,702
 Model algorithms,702
 Refinement operations,702
 Topic Modeling,702
 User study,702
 Engineering,702
bad news,704
 directness,704
 Negative message buffer,704
 visualsbad news,704
 directness,704
 Message format,704
 Negative information,704
 Negative message buffer,704
 Small buffers,704
 Social relationships,704
 visuals,704
Fluorescence sensing,706
 Lab-on-a-chip,706
 Optofluidics,706
 Pecvd,706
 SiO2,706
 Water absorptionFluorescence,706
 Lab-on-a-chip,706
 Plasma CVD,706
 Plasma enhanced chemical vapor deposition,706
 Water absorption,706
 Waveguides,706
 Absorption effects,706
 Antiresonant reflecting optical waveguides,706
 Fluorescence sensing,706
 Fluorescence sensors,706
 Opto-fluidics,706
 Plasma enhanced chemical vapor depositions (PE CVD),706
 Single oxides,706
 SiO2,706
 Signal to noise ratio,706
aerodynamics,708
 flow-structure interactions,708
 interfacial flows (free surface)Aerodynamics,708
 Air,708
 Deformation,708
 Fluid dynamics,708
 Hydrodynamics,708
 Image processing,708
 Shear flow,708
 Dimensionless ratios,708
 Effective diameter,708
 Flow-structure interaction,708
 High speed imaging,708
 Hydrodynamic forces,708
 Impact hydrodynamic pressure,708
 Interfacial flow (free surface),708
 Oscillation periods,708
 Spheres,708
 aerodynamics,708
 deformation,708
 fluid mechanics,708
 free surface flow,708
 impact,708
 interface,708
 rigidity,708
 sphere,708
Derivative superstructures,709
 Displacement patterns,709
 EnumerationDegrees of freedom (mechanics),709
 Group theory,709
 Trees (mathematics),709
 Atomic displacement,709
 Combinatorial explosion,709
 Displacement direction,709
 Displacement patterns,709
 Elimination process,709
 Enumeration,709
 Model alloys,709
 Thermal properties of materials,709
 Atoms,709
Antenna radiation efficiency,710
 antenna total radiation efficiency,710
 measurement uncertainty,710
 millimeter wave,710
 openended waveguide (OEW),710
 reverberation chamber (RC),710
 wireless systemsAnechoic chambers,710
 Antenna radiation,710
 Efficiency,710
 Microwave antennas,710
 Millimeter waves,710
 Reverberation,710
 Scattering parameters,710
 Waveguides,710
 Antenna radiation efficiency,710
 Measurement uncertainty,710
 Open ended waveguides,710
 Radiation efficiency,710
 Reverberation chambers,710
 Wireless systems,710
 Uncertainty analysis,710
Aluminum alloys,713
 Friction stir welding,713
 Joint properties,713
 Process responsesAluminum,713
 Aluminum alloys,713
 Friction,713
 Materials properties,713
 Research laboratories,713
 Tensile testing,713
 Tribology,713
 Welding,713
 Dissimilar aluminum alloy,713
 Friction stir welding(FSW),713
 Joint property,713
 Macroscopic materials,713
 Material combination,713
 Mechanical behavior,713
 Process response,713
 Quasi-static tensile test,713
 Friction stir welding,713
Basis Vectors,714
 Crystal Structure,714
 Database,714
 Lattice Vectors,714
 Space Groups,714
 Wyckoff PositionsDatabase systems,714
 Research laboratories,714
 Teaching,714
 Vector spaces,714
 Vectors,714
 Websites,714
 Basis vector,714
 Crystal lattice structure,714
 Crystal system,714
 Lattice vectors,714
 Naval Research Laboratory,714
 Pearson symbol,714
 Space Groups,714
 Wyckoff positions,714
 Crystal structure,714
collaborative design,715
 concurrent engineering,715
 Multi-user CADConcurrent engineering,715
 Candidate models,715
 Collaborative design,715
 Completion time,715
 Multi-user,715
 Multiple user,715
 Optimal number,715
 Predictive power,715
 Refined model,715
 Computer aided design,715
Design Optimization,718
 Mobile Robots,718
 Soft RobotsDesign,718
 Economic and social effects,718
 Genetic algorithms,718
 Mobile robots,718
 Multiobjective optimization,718
 Robotics,718
 Robots,718
 Design optimization,718
 Design parameters,718
 Load-bearing capacity,718
 Multi-objective design optimization,718
 Multi-objective fitness function,718
 Pneumatic robot,718
 Soft robot,718
 Target application,718
 Machine design,718
avionics,722
 beam testing,722
 BRAM,722
 EDAC,722
 FPGA,722
 IOB,722
 MMCM,722
 PLL,722
 SEE,722
 SERDES,722
 soft-error rate,722
 spaceAvionics,722
 Error correction,722
 Heavy ions,722
 Phase locked loops,722
 Radiation effects,722
 Radiation hardening,722
 Beam testing,722
 BRAM,722
 EDAC,722
 MMCM,722
 SERDES,722
 Soft error rate,722
 space,722
 Field programmable gate arrays (FPGA),722
Codon bias,724
 Deep learning,724
 Language modeling,724
 Machine learningBioinformatics,724
 Computational linguistics,724
 Deep learning,724
 Gene expression,724
 Learning systems,724
 Biological phenomena,724
 Codon bias,724
 Contextual information,724
 Global context,724
 Heterologous gene expressions,724
 Language model,724
 Long-range dependencies,724
 Protein sequences,724
 Modeling languages,724
Economic cycles,726
 Organizational issues,726
 Organizational learning,726
 Recession,726
 RecoveryConstruction,726
 Construction industry,726
 Recovery,726
 Risk management,726
 Surveys,726
 Commercial construction,726
 Economic cycles,726
 Economic downturn,726
 Economic Recession,726
 Organizational issues,726
 Organizational learning,726
 Recession,726
 Sampling survey,726
 Economic and social effects,726
Algorithm,727
 Colored de Bruijn graph,727
 Phylogenetics,727
 Whole genome sequenceAlgorithms,727
 Bioinformatics,727
 Genes,727
 Genetic engineering,727
 Bubble structures,727
 De Bruijn graphs,727
 Phylogenetic tree reconstruction,727
 Phylogenetic trees,727
 Phylogenetics,727
 Supermatrix,727
 Whole genome sequences,727
 Trees (mathematics),727
De Bruijn graph,728
 Graph,728
 GWAS,728
 Phylogenetics,728
 PolymorphismBioinformatics,728
 Genes,728
 De Bruijn graphs,728
 Disease associations,728
 Graph,728
 GWAS,728
 Next-generation sequencing,728
 Phylogenetic trees,728
 Phylogenetics,728
 Single nucleotides,728
 Polymorphism,728
cooperation,729
 game theoryCommerce,729
 Basin of attraction,729
 Competitive environment,729
 cooperation,729
 Differential games,729
 Initial conditions,729
 Nash equilibria,729
 Non-cooperative,729
 Side-payments,729
 Game theory,729
Construction,732
 Experiential learning,732
 SimulationsConstruction,732
 Curricula,732
 Education,732
 Engineering education,732
 Management science,732
 Students,732
 Teaching,732
 Construction management,732
 Construction Management Courses,732
 Construction projects,732
 Experiential learning,732
 Experiential learning theories,732
 Learning opportunity,732
 Project management principles,732
 Simulations,732
 Project management,732
Bearings,739
 Bridge,739
 Damage,739
 Experimental analysis,739
 Fragility,739
 Incremental dynamic analysis,739
 Seismic behaviorBearings (structural),739
 Bridges,739
 Curves (road),739
 Dynamic analysis,739
 Earthquakes,739
 Geophysics,739
 Losses,739
 Risk assessment,739
 Seismic design,739
 Seismic response,739
 Seismology,739
 Transportation,739
 Damage,739
 Experimental analysis,739
 Fragility,739
 Incremental dynamic analysis,739
 Seismic behavior,739
 Highway bridges,739
 bridge,739
 cyclic loading,739
 damage,739
 dynamic analysis,739
 experimental study,739
 risk assessment,739
 seismic design,739
 seismic response,739
 Chile,739
collaboration,741
 design intent,741
 heterogeneous CAD,741
 InteroperabilityApplication programs,741
 Automotive industry,741
 Computer aided engineering,741
 Cost engineering,741
 Interoperability,741
 Real time systems,741
 Standards,741
 Canonical form,741
 collaboration,741
 Design intent,741
 Heterogeneous CAD,741
 Heterogeneous systems,741
 National institute for standards and technologies,741
 Real-time collaboration,741
 SQL database,741
 Computer aided design,741
conventional cascode,742
 Differential stage,742
 low-power amplifier,742
 ultra-high voltage gain,742
 weak/moderate inversionAnalog circuits,742
 Design,742
 Differential amplifiers,742
 Gain measurement,742
 MOS devices,742
 Operational amplifiers,742
 Power amplifiers,742
 Cascode,742
 Differential circuits,742
 High voltage gain,742
 Low power amplifiers,742
 Moderate inversion,742
 Strong inversion regions,742
 Ultra high voltage,742
 weak/moderate inversion,742
 Cascode amplifiers,742
"clean water, Village Drill",743
 design for the developing world,743
 engineering for global development,743
 poverty alleviationCommerce,743
 Developing countries,743
 Groundwater,743
 Rural areas,743
 Clean waters,743
 Developing world,743
 Engineered products,743
 Global development,743
 Market introduction,743
 Poverty alleviation,743
 Sales and distribution,743
 Testing conditions,743
 Drills,743
asset rating,744
 climate normalization,744
 commercial buildings,744
 energy efficiency,744
 energy simulationBuildings,744
 Energy conservation,744
 Energy utilization,744
 Office buildings,744
 Weather information services,744
 Building energy consumption,744
 Building energy efficiency,744
 climate normalization,744
 Commercial building,744
 Energy simulation,744
 Heating and cooling,744
 Normalization methods,744
 Standard operating conditions,744
 Energy efficiency,744
Bézier projection,745
 Hierarchical spline spaces,745
 Isogeometric analysis,745
 Local refinement and coarsening,745
 Phase field,745
 Tumor growthAntigens,745
 Diseases,745
 Medical imaging,745
 Phase interfaces,745
 Phase transitions,745
 Tumors,745
 Urology,745
 Hierarchical splines,745
 Isogeometric analysis,745
 Local refinement,745
 Phase fields,745
 Tumor growth,745
 Splines,745
high-density,747
 modeling and simulation,747
 Multi-agent modeling,747
 UAV systems,747
 unmanned aerial vehiclesAutonomous agents,747
 Separation,747
 Unmanned aerial vehicles (UAV),747
 Vehicles,747
 Air delivery systems,747
 Capacity limitation,747
 Design and implementations,747
 Model and simulation,747
 Multi-Agent Model,747
 Separation assurances,747
 UAV systems,747
 Unmanned aerial vehicle systems,747
 Multi agent systems,747
Crystal plasticity,748
 Dislocation pile-up,748
 Dual phase steel,748
 Representative volume element,748
 SuperdislocationConstitutive models,748
 Continuum mechanics,748
 Elastoplasticity,748
 Piles,748
 Plasticity,748
 Unloading,748
 Volume measurement,748
 Yield stress,748
 Crystal plasticity,748
 Dislocation pileup,748
 Dual-phase steel,748
 Representative volume element (RVE),748
 Superdislocations,748
 Dislocations (crystals),748
integrated optics,749
 intrinsic film stress,749
 microfabrication,749
 optical waveguides,749
 Silica,749
 water absorptionIntegrated optics,749
 Microfabrication,749
 Optical films,749
 Optical waveguides,749
 Plasma CVD,749
 Plasma enhanced chemical vapor deposition,749
 Refraction,749
 Refractive index,749
 Silica,749
 Thin films,749
 Throughput,749
 Waveguides,749
 Antiresonant reflecting optical waveguides,749
 Film stress,749
 High index,749
 High refractive index difference,749
 High-humidity environment,749
 Intrinsic stress,749
 Optical throughput,749
 Plasma enhanced chemical vapor depositions (PE CVD),749
 Water absorption,749
Air-bubble mixing,750
 Microfluidics,750
 Point-of-care,750
 Single molecule RNA detectionEfficiency,750
 Microfluidics,750
 Mixing,750
 Probes,750
 Proteins,750
 RNA,750
 Viruses,750
 Air bubbles,750
 Antiresonant reflecting optical waveguides,750
 Concentration ranges,750
 Orders of magnitude,750
 Point of care,750
 RNA detection,750
 Single-molecule detection,750
 Streptavidin beads,750
 Diseases,750
 streptavidin,750
 virus RNA,750
 virus RNA,750
 antiresonant reflecting optical waveguide biosensor chip,750
 Article,750
 automation,750
 biosensor,750
 concentration (parameters),750
 controlled study,750
 Ebolavirus,750
 incubation time,750
 limit of detection,750
 microfluidics,750
 nonhuman,750
 process development,750
 process optimization,750
 sample preparation multiplexer,750
 sampling,750
 sensitivity analysis,750
 signal detection,750
 thermostability,750
 virus detection,750
 chemistry,750
 devices,750
 Ebolavirus,750
 equipment design,750
 genetic procedures,750
" Hemorrhagic Fever, Ebola",750
 human,750
 isolation and purification,750
 microfluidic analysis,750
 nucleic acid hybridization,750
 point of care system,750
 solid phase extraction,750
 virology,750
 Biosensing Techniques,750
 Ebolavirus,750
 Equipment Design,750
" Hemorrhagic Fever, Ebola",750
 Humans,750
 Limit of Detection,750
 Microfluidic Analytical Techniques,750
 Nucleic Acid Hybridization,750
 Point-of-Care Systems,750
" RNA, Viral",750
 Solid Phase Extraction,750
 Streptavidin,750
Live fuels,751
 Shrub combustion,751
 Wildland fire modelingCombustion,751
 Fires,751
 Fuels,751
 Heat transfer,751
 Ignition,751
 Nuclear fuel elements,751
 Wind tunnels,751
 Combustion data,751
 Computational speed,751
 Growth parameters,751
 Heat transfer model,751
 Heating conditions,751
 Live fuels,751
 Semi-empirical modeling,751
 Wildland fire,751
 Flame research,751
Electric distribution network,752
 LiDAR,752
 Outage prediction model,752
 Resilience,752
 Severe weather,752
 Vegetation managementDecision trees,752
 Electric power distribution,752
 Electric utilities,752
 Forecasting,752
 Forestry,752
 Hurricanes,752
 Optical radar,752
 Railroad transportation,752
 Storms,752
 Vegetation,752
 Electric infrastructures,752
 Infrastructure networks,752
 Light detection and ranging,752
 Prediction model,752
 Resilience,752
 Resolution measurements,752
 Severe weather,752
 Vegetation management,752
 Outages,752
Computational differential geometry,753
 dynamic equivalent,753
 information,753
 manifold boundary approximation method,753
 system identificationApproximation theory,753
 Computational geometry,753
 Fisher information matrix,753
 Geometry,753
 Identification (control systems),753
 Nonlinear equations,753
 Boundary approximation methods,753
 Computational differential geometry,753
 Dynamic equivalent,753
 information,753
 Large power systems,753
 Mathematical forms,753
 Parameter combination,753
 Statistical manifolds,753
 Parameter estimation,753
Cell therapy,755
 Endogenous TGase,755
 Micro-scaffold capsule,755
 Pathological liver,755
 Targeted cell deliveryAmino acids,755
 Cell culture,755
 Cells,755
 Chemical bonds,755
 Cytology,755
 Disease control,755
 Medicine,755
 Pathology,755
 Stem cells,755
 Cell delivery,755
 Cell therapy,755
 Endogenous TGase,755
 Intraperitoneal injections,755
 Mesenchymal stem cell,755
 Micro-scaffold capsule,755
 Regenerative medicine,755
 Tissue transglutaminase,755
 Scaffolds (biology),755
 glutamine,755
 lysine,755
 molecular scaffold,755
 protein glutamine gamma glutamyltransferase,755
 guanine nucleotide binding protein,755
 macrogol derivative,755
 protein glutamine gamma glutamyltransferase,755
 protein glutamine gamma glutamyltransferase 2,755
 acute liver failure,755
 animal cell,755
 animal experiment,755
 animal model,755
 anoikis,755
 Article,755
 cell adhesion,755
 cell protection,755
 cell therapy,755
 cell viability,755
 chemical binding,755
 controlled study,755
 ex vivo study,755
 in vivo study,755
 liver injury,755
 mesenchymal stem cell,755
 mouse,755
 nonhuman,755
 priority journal,755
 animal,755
 Bagg albino mouse,755
 biocatalysis,755
 chemistry,755
 cytology,755
 drug delivery system,755
 human,755
 injection,755
 injuries,755
 liver,755
 mesenchymal stem cell transplantation,755
 mesenchymal stroma cell,755
 metabolism,755
 microcapsule,755
 nude mouse,755
 pathology,755
 tissue scaffold,755
 Animals,755
 Biocatalysis,755
 Capsules,755
 Cell Adhesion,755
 Drug Delivery Systems,755
 GTP-Binding Proteins,755
 Humans,755
 Injections,755
 Liver,755
 Mesenchymal Stem Cell Transplantation,755
 Mesenchymal Stromal Cells,755
" Mice, Inbred BALB C",755
" Mice, Nude",755
 Polyethylene Glycols,755
 Tissue Scaffolds,755
 Transglutaminases,755
band gaps,757
 ferritin,757
 metal oxides,757
 nanoparticles,757
 synthesisEnergy harvesting,757
 Manganese,757
 Metal nanoparticles,757
 Metallic compounds,757
 Metals,757
 Minerals,757
 Nanoparticles,757
 Solar energy,757
 Synthesis (chemical),757
 Band gap energy,757
 Direct transition,757
 Energy value,757
 ferritin,757
 Indirect band gap,757
 Metal oxides,757
 Mineral formation,757
 Mixed metal oxide,757
 Energy gap,757
band gaps,758
 ferritin,758
 manganese oxide,758
 nanoparticles,758
 synthesisBiosynthesis,758
 Energy gap,758
 High resolution transmission electron microscopy,758
 Manganese,758
 Nanoparticles,758
 Oxides,758
 Proteins,758
 Synthesis (chemical),758
 Transmission electron microscopy,758
 Acidic conditions,758
 Band gap energy,758
 Basic conditions,758
 Electron acceptor,758
 ferritin,758
 Indirect band gap,758
 Oxide nanoparticles,758
 Uv/vis absorptions,758
 Manganese oxide,758
Heterogeneous CAD,759
 MESH CAD,759
 Neutral FormatComputer applications,759
 Computer graphics,759
 Application architecture,759
 Business logic layers,759
 Cycle time reduction,759
 Heterogeneous CAD,759
 Neutral format,759
 nocv1,759
 Product development process,759
 Singleton design patterns,759
 Synchronous collaboration,759
 Computer aided design,759
3-omega,760
 Spider silk,760
 Synthetic silk,760
 Thermal characterization,760
 Transient electrothermal techniqueCharacterization,760
 Diffusion,760
 Electric heating,760
 Recombinant proteins,760
 Specific heat,760
 Spinning (fibers),760
 Thermal diffusivity,760
 3-omega,760
 Low crystallinity,760
 Measurement techniques,760
 Spider silk fibers,760
 Spider silks,760
 Synthetic silk,760
 Thermal characterization,760
 Volumetric heat capacity,760
 Thermal conductivity,760
Essential tremor,761
 Frequency response,761
 Impedance,761
 Parkinson’s disease,761
 System dynamics,761
 Tremor suppressionDamping,761
 Degrees of freedom (mechanics),761
 Electric impedance,761
 Frequency response,761
 Stiffness,761
 Essential tremor,761
 Fundamental principles,761
 Lumped parameter modeling,761
 Movement disorders,761
 Simple modeling,761
